attempt,success,complex idx,complex name,note,ligand names,ligand stoichiometries,ligand charges,batch idx,batch name,metal,oxi state,spin,topology,similarity,total charge,optimization,isomers,random seed
657,False,,,clashing ligands,"('unq_CSD-ITAJUL-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
658,True,188.0,IFASECEC_PN_Ni,no optimization,"('unq_CSD-JEFJAG-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C12H23N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
659,False,,,clashing ligands,"('unq_CSD-JEFJAG-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C12H23N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
660,False,,,clashing ligands,"('unq_CSD-JEFJIO-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C16H31N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
661,True,189.0,OYUPETEG_PN_Ni,no optimization,"('unq_CSD-JEFJIO-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C16H31N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
662,False,,,clashing ligands,"('unq_CSD-JESGAQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
663,True,190.0,FATOGEHI_PN_Ni,no optimization,"('unq_CSD-JESGAQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C27H24N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
664,False,,,clashing ligands,"('unq_CSD-FIFDUU-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C15H26N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
665,False,,,clashing ligands,"('unq_CSD-FIFDUU-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C15H26N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
666,False,,,clashing ligands,"('unq_CSD-FOGPUN-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C31H27N1P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
667,True,191.0,OSUHOMUX_PN_Ni,no optimization,"('unq_CSD-FOGPUN-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C31H27N1P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
668,True,192.0,IRUYICEL_PN_Ni,no optimization,"('unq_CSD-FOGQAU-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C33H31N1P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
669,True,193.0,EHIFAPER_PN_Ni,no optimization,"('unq_CSD-FOGQAU-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C33H31N1P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
670,False,,,clashing ligands,"('unq_CSD-QUGZUQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H29N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
671,False,,,clashing ligands,"('unq_CSD-QUGZUQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H29N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
672,False,,,clashing ligands,"('unq_CSD-RABLIT-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C26H38N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
673,False,,,clashing ligands,"('unq_CSD-RABLIT-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C26H38N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
674,False,,,clashing ligands,"('unq_CSD-RIWZUU-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C34H26N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
675,False,,,clashing ligands,"('unq_CSD-RIWZUU-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C34H26N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
676,False,,,clashing ligands,"('unq_CSD-NAZZOD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C30H23N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
677,False,,,clashing ligands,"('unq_CSD-NAZZOD-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C30H23N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
678,False,,,clashing ligands,"('unq_CSD-NEKKAQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H35N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
679,False,,,clashing ligands,"('unq_CSD-NEKKAQ-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C24H35N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
680,True,194.0,TUNOLEPU_PN_Ni,no optimization,"('unq_CSD-NISHIH-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C21H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
681,True,195.0,JONOXUPE_PN_Ni,no optimization,"('unq_CSD-NISHIH-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C21H20N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
682,False,,,clashing ligands,"('unq_CSD-NIYJUB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C26H35N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
683,False,,,clashing ligands,"('unq_CSD-NIYJUB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C26H35N2P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
684,False,,,clashing ligands,"('unq_CSD-NOSQOB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C21H23N1P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
685,True,196.0,ZEMIKOWU_PN_Ni,no optimization,"('unq_CSD-NOSQOB-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C21H23N1P2', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
686,False,,,clashing ligands,"('unq_CSD-AHAWIP-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C29H32N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
687,False,,,clashing ligands,"('unq_CSD-AHAWIP-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C29H32N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
688,False,,,clashing ligands,"('unq_CSD-ATOBIU-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C32H36N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
689,False,,,clashing ligands,"('unq_CSD-ATOBIU-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C32H36N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
690,False,,,clashing ligands,"('unq_CSD-ROGYOE-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C28H38N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
691,False,,,clashing ligands,"('unq_CSD-ROGYOE-02-a', 'unq_CSD-OZUJID-01-a', 'unq_CSD-OZOWIK-01-c')","('C28H38N1P1', 'Br1', 'C6H5')","(0.0, -1.0, -1.0)",1,P_N_Donors_Ni_Metal_Centre,Ni,+2,1,"(2, 1, 1)","(1, 2, 3)",0,False,Generate All,0
